category,region,six_week_forecast_units,sku_id,historical_units,sku_mix_share,sku_forecast_units
Kitchen,West,1344.6000000000001,SKU-103162,40,0.004647920055775041,6.25
Beauty,North,436.41999999999996,SKU-104341,38,0.013975726369988967,6.1
Beauty,North,436.41999999999996,SKU-100777,38,0.013975726369988967,6.1
Beauty,North,436.41999999999996,SKU-101749,38,0.013975726369988967,6.1
Kitchen,West,1344.6000000000001,SKU-104602,39,0.004531722054380665,6.09
Kitchen,West,1344.6000000000001,SKU-103949,39,0.004531722054380665,6.09
Beauty,North,436.41999999999996,SKU-101659,37,0.01360794409709452,5.94
Kitchen,West,1344.6000000000001,SKU-101973,38,0.004415524052986289,5.94
Kitchen,West,1344.6000000000001,SKU-104597,38,0.004415524052986289,5.94
Kitchen,West,1344.6000000000001,SKU-100947,38,0.004415524052986289,5.94
Kitchen,West,1344.6000000000001,SKU-104885,38,0.004415524052986289,5.94
Kitchen,West,1344.6000000000001,SKU-104777,38,0.004415524052986289,5.94
Beauty,East,345.84,SKU-101821,64,0.016842105263157894,5.82
Beauty,North,436.41999999999996,SKU-103333,36,0.013240161824200073,5.78
Beauty,North,436.41999999999996,SKU-103459,36,0.013240161824200073,5.78
Kitchen,West,1344.6000000000001,SKU-103449,37,0.004299326051591913,5.78
Beauty,North,436.41999999999996,SKU-103693,36,0.013240161824200073,5.78
Kitchen,West,1344.6000000000001,SKU-104853,37,0.004299326051591913,5.78
Kitchen,West,1344.6000000000001,SKU-100875,37,0.004299326051591913,5.78
Home,East,382.76,SKU-102939,90,0.014785608674223755,5.66
Kitchen,West,1344.6000000000001,SKU-102005,36,0.004183128050197537,5.62
Kitchen,West,1344.6000000000001,SKU-103431,36,0.004183128050197537,5.62
Beauty,North,436.41999999999996,SKU-100993,35,0.012872379551305628,5.62
Beauty,North,436.41999999999996,SKU-104107,35,0.012872379551305628,5.62
Kitchen,West,1344.6000000000001,SKU-100727,36,0.004183128050197537,5.62
Beauty,North,436.41999999999996,SKU-102883,35,0.012872379551305628,5.62
Beauty,North,436.41999999999996,SKU-104089,35,0.012872379551305628,5.62
Kitchen,West,1344.6000000000001,SKU-100169,36,0.004183128050197537,5.62
Kitchen,West,1344.6000000000001,SKU-100642,36,0.004183128050197537,5.62
Beauty,East,345.84,SKU-104377,61,0.016052631578947367,5.55
Beauty,East,345.84,SKU-103495,61,0.016052631578947367,5.55
Kitchen,West,1344.6000000000001,SKU-100893,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-101397,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-102819,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-100079,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-102509,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-103738,35,0.004066930048803161,5.47
Kitchen,West,1344.6000000000001,SKU-103954,35,0.004066930048803161,5.47
Beauty,East,345.84,SKU-103369,60,0.015789473684210527,5.46
Beauty,North,436.41999999999996,SKU-104557,34,0.01250459727841118,5.46
Home,East,382.76,SKU-103041,86,0.014128470510924923,5.41
Beauty,East,345.84,SKU-100615,59,0.015526315789473685,5.37
Beauty,East,345.84,SKU-104143,59,0.015526315789473685,5.37
Kitchen,West,1344.6000000000001,SKU-104188,34,0.0039507320474087846,5.31
Kitchen,West,1344.6000000000001,SKU-100911,34,0.0039507320474087846,5.31
Beauty,East,345.84,SKU-102847,58,0.015263157894736841,5.28
Beauty,East,345.84,SKU-101191,58,0.015263157894736841,5.28
Home,East,382.76,SKU-103869,84,0.013799901429275506,5.28
Beauty,East,345.84,SKU-100597,58,0.015263157894736841,5.28
Beauty,East,345.84,SKU-100147,57,0.015,5.19
Beauty,East,345.84,SKU-103009,57,0.015,5.19
Beauty,East,345.84,SKU-100129,57,0.015,5.19
Kitchen,West,1344.6000000000001,SKU-104187,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-102171,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-102099,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-102783,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-100660,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-103072,33,0.0038345340460144085,5.16
Kitchen,West,1344.6000000000001,SKU-101825,33,0.0038345340460144085,5.16
Beauty,East,345.84,SKU-101857,56,0.014736842105263158,5.1
Beauty,East,345.84,SKU-100237,56,0.014736842105263158,5.1
Beauty,East,345.84,SKU-100021,55,0.014473684210526316,5.01
Beauty,East,345.84,SKU-104125,55,0.014473684210526316,5.01
Kitchen,West,1344.6000000000001,SKU-100187,32,0.0037183360446200325,5.0
Kitchen,West,1344.6000000000001,SKU-102257,32,0.0037183360446200325,5.0
Kitchen,West,1344.6000000000001,SKU-104021,32,0.0037183360446200325,5.0
Kitchen,West,1344.6000000000001,SKU-103648,32,0.0037183360446200325,5.0
Kitchen,West,1344.6000000000001,SKU-101375,32,0.0037183360446200325,5.0
Kitchen,North,465.71,SKU-100763,90,0.010580766517752175,4.93
Beauty,East,345.84,SKU-104017,54,0.014210526315789474,4.91
Beauty,East,345.84,SKU-101083,54,0.014210526315789474,4.91
Home,West,443.64,SKU-101967,82,0.010994904800214535,4.88
Home,East,382.76,SKU-103599,77,0.012649909643502547,4.84
Home,East,382.76,SKU-102957,77,0.012649909643502547,4.84
Kitchen,West,1344.6000000000001,SKU-100516,31,0.0036021380432256565,4.84
Kitchen,West,1344.6000000000001,SKU-100030,31,0.0036021380432256565,4.84
Beauty,North,436.41999999999996,SKU-103891,30,0.011033468186833395,4.82
Beauty,North,436.41999999999996,SKU-103387,30,0.011033468186833395,4.82
Beauty,East,345.84,SKU-103585,53,0.013947368421052632,4.82
Beauty,North,436.41999999999996,SKU-104719,30,0.011033468186833395,4.82
Beauty,North,436.41999999999996,SKU-104701,30,0.011033468186833395,4.82
Beauty,East,345.84,SKU-102703,53,0.013947368421052632,4.82
Kitchen,North,465.71,SKU-100745,88,0.010345638372913237,4.82
Home,North,305.47,SKU-103173,78,0.015687851971037812,4.79
Beauty,East,345.84,SKU-100399,52,0.01368421052631579,4.73
Kitchen,North,465.71,SKU-102010,86,0.0101105102280743,4.71
Home,West,443.64,SKU-101691,79,0.01059265218557254,4.7
Kitchen,West,1344.6000000000001,SKU-104854,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-102653,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-102801,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-102226,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-104421,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-102581,30,0.0034859400418312805,4.69
Kitchen,West,1344.6000000000001,SKU-103287,30,0.0034859400418312805,4.69
Beauty,North,436.41999999999996,SKU-103981,29,0.010665685913938948,4.65
Beauty,East,345.84,SKU-104251,51,0.013421052631578948,4.64
Home,North,305.47,SKU-103839,75,0.015084473049074818,4.61
Beauty,East,345.84,SKU-102163,50,0.013157894736842105,4.55
Beauty,East,345.84,SKU-104395,50,0.013157894736842105,4.55
Beauty,East,345.84,SKU-104593,50,0.013157894736842105,4.55
Kitchen,West,1344.6000000000001,SKU-101488,29,0.0033697420404369045,4.53
Kitchen,West,1344.6000000000001,SKU-101235,29,0.0033697420404369045,4.53
Kitchen,West,1344.6000000000001,SKU-101159,29,0.0033697420404369045,4.53
Kitchen,West,1344.6000000000001,SKU-100749,29,0.0033697420404369045,4.53
Kitchen,West,1344.6000000000001,SKU-100066,29,0.0033697420404369045,4.53
Home,West,443.64,SKU-104433,76,0.010190399570930545,4.52
Beauty,North,436.41999999999996,SKU-101515,28,0.010297903641044501,4.49
Home,North,305.47,SKU-102741,73,0.014682220434432824,4.48
Home,North,305.47,SKU-101805,73,0.014682220434432824,4.48
Home,East,382.76,SKU-101391,71,0.011664202398554296,4.46
Home,East,382.76,SKU-100041,71,0.011664202398554296,4.46
Home,East,382.76,SKU-102573,70,0.011499917857729587,4.4
Home,West,443.64,SKU-101025,74,0.009922231161169213,4.4
Kitchen,West,1344.6000000000001,SKU-100624,28,0.0032535440390425285,4.37
Kitchen,West,1344.6000000000001,SKU-103233,28,0.0032535440390425285,4.37
Beauty,East,345.84,SKU-100075,48,0.01263157894736842,4.37
Beauty,East,345.84,SKU-100921,48,0.01263157894736842,4.37
Kitchen,West,1344.6000000000001,SKU-102405,28,0.0032535440390425285,4.37
Beauty,East,345.84,SKU-101155,48,0.01263157894736842,4.37
Home,North,305.47,SKU-101295,71,0.014279967819790828,4.36
Home,North,305.47,SKU-104901,71,0.014279967819790828,4.36
Home,West,443.64,SKU-104157,73,0.00978814695628855,4.34
Home,East,382.76,SKU-104253,69,0.011335633316904879,4.34
Beauty,North,436.41999999999996,SKU-101695,27,0.009930121368150056,4.33
Kitchen,North,465.71,SKU-100047,79,0.00928756172113802,4.33
Home,East,382.76,SKU-101061,68,0.011171348776080172,4.28
Beauty,East,345.84,SKU-100093,47,0.012368421052631579,4.28
Beauty,East,345.84,SKU-100291,47,0.012368421052631579,4.28
Home,West,443.64,SKU-104397,72,0.009654062751407884,4.28
Home,East,382.76,SKU-104769,68,0.011171348776080172,4.28
Beauty,East,345.84,SKU-100489,47,0.012368421052631579,4.28
Home,North,305.47,SKU-104481,69,0.013877715205148834,4.24
Home,North,305.47,SKU-100431,69,0.013877715205148834,4.24
Pet,South,391.6,SKU-101328,83,0.010777821062199714,4.22
Kitchen,West,1344.6000000000001,SKU-100695,27,0.0031373460376481524,4.22
Kitchen,West,1344.6000000000001,SKU-101105,27,0.0031373460376481524,4.22
Kitchen,West,1344.6000000000001,SKU-104278,27,0.0031373460376481524,4.22
Kitchen,West,1344.6000000000001,SKU-103252,27,0.0031373460376481524,4.22
Kitchen,West,1344.6000000000001,SKU-100101,27,0.0031373460376481524,4.22
Kitchen,North,465.71,SKU-101794,77,0.009052433576299083,4.22
Home,West,443.64,SKU-101931,71,0.00951997854652722,4.22
Home,East,382.76,SKU-100485,67,0.011007064235255463,4.21
Home,East,382.76,SKU-103671,67,0.011007064235255463,4.21
Beauty,East,345.84,SKU-102379,46,0.012105263157894737,4.19
Home,North,305.47,SKU-102843,68,0.013676588897827836,4.18
Home,North,305.47,SKU-104523,68,0.013676588897827836,4.18
Kitchen,North,465.71,SKU-104944,76,0.008934869503879615,4.16
Home,West,443.64,SKU-102075,70,0.009385894341646554,4.16
Home,East,382.76,SKU-101277,66,0.010842779694430755,4.15
Beauty,East,345.84,SKU-102595,45,0.011842105263157895,4.1
Home,West,443.64,SKU-103695,69,0.00925181013676589,4.1
Home,East,382.76,SKU-102993,65,0.010678495153606046,4.09
Kitchen,West,1344.6000000000001,SKU-100515,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-101415,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-102135,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-103679,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-103450,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-104296,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-104399,26,0.0030211480362537764,4.06
Kitchen,West,1344.6000000000001,SKU-104494,26,0.0030211480362537764,4.06
Home,West,443.64,SKU-103119,68,0.009117725931885224,4.04
Home,West,443.64,SKU-102849,68,0.009117725931885224,4.04
Home,East,382.76,SKU-101301,64,0.010514210612781337,4.02
Pet,South,391.6,SKU-102986,79,0.010258407998961173,4.02
Home,East,382.76,SKU-103281,64,0.010514210612781337,4.02
Home,East,382.76,SKU-101385,64,0.010514210612781337,4.02
Beauty,North,436.41999999999996,SKU-102415,25,0.009194556822361161,4.01
Beauty,North,436.41999999999996,SKU-100165,25,0.009194556822361161,4.01
Beauty,North,436.41999999999996,SKU-100219,25,0.009194556822361161,4.01
Beauty,East,345.84,SKU-101263,44,0.011578947368421053,4.0
Kitchen,North,465.71,SKU-103756,73,0.00858217728662121,4.0
Beauty,East,345.84,SKU-100525,44,0.011578947368421053,4.0
Home,West,443.64,SKU-104139,67,0.00898364172700456,3.99
Home,West,443.64,SKU-103761,67,0.00898364172700456,3.99
Home,North,305.47,SKU-102705,65,0.013073209975864843,3.99
Home,East,382.76,SKU-104091,63,0.010349926071956629,3.96
Home,West,443.64,SKU-102669,66,0.008849557522123894,3.93
Home,North,305.47,SKU-103995,64,0.012872083668543845,3.93
Home,West,443.64,SKU-101193,66,0.008849557522123894,3.93
Kitchen,West,1344.6000000000001,SKU-102779,25,0.0029049500348594004,3.91
Beauty,East,345.84,SKU-101965,43,0.011315789473684211,3.91
Beauty,East,345.84,SKU-103531,43,0.011315789473684211,3.91
Kitchen,West,1344.6000000000001,SKU-102280,25,0.0029049500348594004,3.91
Beauty,East,345.84,SKU-101173,43,0.011315789473684211,3.91
Kitchen,West,1344.6000000000001,SKU-101308,25,0.0029049500348594004,3.91
Kitchen,West,1344.6000000000001,SKU-100601,25,0.0029049500348594004,3.91
Kitchen,West,1344.6000000000001,SKU-100605,25,0.0029049500348594004,3.91
Kitchen,West,1344.6000000000001,SKU-100263,25,0.0029049500348594004,3.91
Kitchen,West,1344.6000000000001,SKU-100317,25,0.0029049500348594004,3.91
Kitchen,West,1344.6000000000001,SKU-104183,25,0.0029049500348594004,3.91
Beauty,East,345.84,SKU-100309,43,0.011315789473684211,3.91
Beauty,East,345.84,SKU-104323,43,0.011315789473684211,3.91
Kitchen,North,465.71,SKU-103967,71,0.008347049141782272,3.89
Kitchen,North,465.71,SKU-100425,71,0.008347049141782272,3.89
Kitchen,North,465.71,SKU-101218,71,0.008347049141782272,3.89
Home,West,443.64,SKU-102501,65,0.00871547331724323,3.87
Home,North,305.47,SKU-103551,63,0.012670957361222849,3.87
Home,North,305.47,SKU-100653,63,0.012670957361222849,3.87
Home,North,305.47,SKU-100125,63,0.012670957361222849,3.87
Pet,South,391.6,SKU-102714,76,0.009868848201532268,3.86
Beauty,North,436.41999999999996,SKU-100507,24,0.008826774549466716,3.85
Home,East,382.76,SKU-101175,61,0.010021356990307212,3.84
Home,East,382.76,SKU-104613,61,0.010021356990307212,3.84
Home,East,382.76,SKU-104877,61,0.010021356990307212,3.84
Kitchen,North,465.71,SKU-103193,70,0.008229485069362802,3.83
Kitchen,North,465.71,SKU-101056,70,0.008229485069362802,3.83
Kitchen,North,465.71,SKU-104908,70,0.008229485069362802,3.83
Home,West,443.64,SKU-101043,64,0.008581389112362564,3.81
Beauty,South,125.72999999999999,SKU-100057,82,0.030091743119266056,3.78
Kitchen,North,465.71,SKU-103125,69,0.008111920996943333,3.78
Home,East,382.76,SKU-103005,60,0.009857072449482503,3.77
Home,East,382.76,SKU-104163,60,0.009857072449482503,3.77
Home,East,382.76,SKU-102861,60,0.009857072449482503,3.77
Home,East,382.76,SKU-102435,60,0.009857072449482503,3.77
Home,North,305.47,SKU-104865,61,0.012268704746580853,3.75
Home,North,305.47,SKU-104451,61,0.012268704746580853,3.75
Home,North,305.47,SKU-101601,61,0.012268704746580853,3.75
Kitchen,West,1344.6000000000001,SKU-102095,24,0.0027887520334650244,3.75
Kitchen,West,1344.6000000000001,SKU-101753,24,0.0027887520334650244,3.75
Home,North,305.47,SKU-104289,61,0.012268704746580853,3.75
Kitchen,West,1344.6000000000001,SKU-104656,24,0.0027887520334650244,3.75
Home,North,305.47,SKU-103947,61,0.012268704746580853,3.75
Beauty,East,345.84,SKU-104989,41,0.010789473684210526,3.73
Kitchen,North,465.71,SKU-104327,68,0.007994356924523865,3.72
Kitchen,North,465.71,SKU-101451,68,0.007994356924523865,3.72
Home,East,382.76,SKU-100923,59,0.009692787908657796,3.71
